hcp_id,first_name,last_name,specialty,tier,decile,city,state,zone,hospital,years_practicing,preferred_contact,npi_like_id
HCP-1342,Agastya,Chakraborty,Gastroenterologist,C,8,Bengaluru,Karnataka,South,Medanta Hospital,25,Hospital,MCI-11342
HCP-1343,Indrajit,Tak,Consultant_Physician,B,7,Bengaluru,Karnataka,South,Artemis Hospital,37,Hospital,MCI-11343
HCP-1344,Manthan,Chana,GP,C,10,Chennai,Tamil Nadu,South,Manipal Hospital,15,Clinic,MCI-11344
HCP-1345,Yasti,Borde,Cardiologist,B,3,Mumbai,Maharashtra,West,Global Hospital,15,Clinic,MCI-11345
HCP-1346,Harrison,Kunda,GP,B,5,Mumbai,Maharashtra,West,Sunrise Clinic,37,Phone,MCI-11346
HCP-1347,Vihaan,Shan,GP,C,7,Delhi,Delhi,North,Manipal Hospital,33,Clinic,MCI-11347
HCP-1348,Chaman,Lalla,Diabetologist,B,6,Ahmedabad,Gujarat,West,Aster Medcity,30,Clinic,MCI-11348
HCP-1349,Ucchal,Bedi,Diabetologist,A,3,Kolkata,West Bengal,East,Artemis Hospital,8,Clinic,MCI-11349
HCP-1350,Harish,Ghosh,Pulmonist,B,4,Ahmedabad,Gujarat,West,,12,Clinic,MCI-11350
HCP-1351,Balveer,Mannan,Cardiologist,B,5,Hyderabad,Telangana,South,,37,Hospital,MCI-11351
HCP-1352,Jagvi,Munshi,Diabetologist,C,10,Hyderabad,Telangana,South,AIIMS,27,Hospital,MCI-11352
HCP-1353,Pooja,D’Alia,Cardiologist,B,7,Hyderabad,Telangana,South,,8,Hospital,MCI-11353
HCP-1354,Girish,Bath,Gastroenterologist,C,10,Chennai,Tamil Nadu,South,Kokilaben Hospital,26,Clinic,MCI-11354
HCP-1355,Aditya,Devi,Cardiologist,A,3,Mumbai,Maharashtra,West,,20,Hospital,MCI-11355
HCP-1356,Onkar,Narasimhan,Diabetologist,C,9,Delhi,Delhi,North,Global Hospital,21,Clinic,MCI-11356
HCP-1357,Ishita,Sarma,Pulmonist,A,2,Bengaluru,Karnataka,South,Fortis Hospital,23,WhatsApp,MCI-11357
HCP-1358,Amrita,Chander,Diabetologist,B,4,Jaipur,Rajasthan,North,Sunrise Clinic,16,Phone,MCI-11358
HCP-1359,Kashish,Oommen,Diabetologist,B,5,Jaipur,Rajasthan,North,Manipal Hospital,8,Hospital,MCI-11359
HCP-1360,Qadim,Comar,Diabetologist,B,5,Lucknow,Uttar Pradesh,North,Artemis Hospital,27,Clinic,MCI-11360
HCP-1361,Nandini,Ratta,Pulmonist,B,6,Delhi,Delhi,North,Max Healthcare,7,Clinic,MCI-11361
HCP-1362,Tanmayi,Magar,GP,C,10,Bengaluru,Karnataka,South,Medanta Hospital,17,Hospital,MCI-11362
HCP-1363,Lekha,Sridhar,Consultant_Physician,B,4,Mumbai,Maharashtra,West,Wellness Clinic,14,Hospital,MCI-11363
HCP-1364,Oviya,Ganesan,Diabetologist,C,8,Chennai,Tamil Nadu,South,,38,Hospital,MCI-11364
HCP-1365,Isaiah,Deo,GP,C,7,Lucknow,Uttar Pradesh,North,Manipal Hospital,13,WhatsApp,MCI-11365
HCP-1366,Daniel,Dutta,GP,C,9,Bengaluru,Karnataka,South,Sunrise Clinic,35,Hospital,MCI-11366
HCP-1367,Hemang,Saha,GP,C,9,Bhopal,Madhya Pradesh,West,Lilavati Hospital,29,Clinic,MCI-11367
HCP-1368,Vasudha,Sarma,Cardiologist,A,1,Hyderabad,Telangana,South,,11,Clinic,MCI-11368
HCP-1369,Pratyush,Raghavan,Consultant_Physician,B,6,Pune,Maharashtra,West,Medanta Hospital,5,Hospital,MCI-11369
HCP-1370,Jagrati,Balakrishnan,Pulmonist,B,5,Bengaluru,Karnataka,South,,8,Clinic,MCI-11370
HCP-1371,Kalpit,Subramanian,Consultant_Physician,A,4,Bengaluru,Karnataka,South,Medanta Hospital,10,Hospital,MCI-11371
HCP-1372,Vinaya,Chowdhury,Consultant_Physician,C,7,Mumbai,Maharashtra,West,Lilavati Hospital,20,WhatsApp,MCI-11372
HCP-1373,Nisha,Sastry,GP,C,6,Mumbai,Maharashtra,West,Care Clinic,19,Clinic,MCI-11373
HCP-1374,Chakradhar,Bhatnagar,Consultant_Physician,B,4,Jaipur,Rajasthan,North,,10,Phone,MCI-11374
HCP-1375,Advika,Murthy,Gastroenterologist,B,6,Delhi,Delhi,North,,3,Hospital,MCI-11375
HCP-1376,Advik,Vohra,Consultant_Physician,C,8,Ahmedabad,Gujarat,West,,30,Clinic,MCI-11376
HCP-1377,Udarsh,Nigam,Diabetologist,C,10,Chennai,Tamil Nadu,South,City Hospital,34,Phone,MCI-11377
HCP-1378,Zilmil,Virk,Diabetologist,B,5,Lucknow,Uttar Pradesh,North,Narayana Health,35,Clinic,MCI-11378
HCP-1379,Girish,Sant,Consultant_Physician,B,8,Chennai,Tamil Nadu,South,Fortis Hospital,25,Hospital,MCI-11379
HCP-1380,Yuvraj,Subramaniam,GP,B,5,Delhi,Delhi,North,Medanta Hospital,25,Clinic,MCI-11380
HCP-1381,Hiral,Rajan,GP,A,3,Pune,Maharashtra,West,Artemis Hospital,33,Phone,MCI-11381
HCP-1382,Manthan,Bhagat,Diabetologist,A,1,Lucknow,Uttar Pradesh,North,Lilavati Hospital,33,Clinic,MCI-11382
HCP-1383,Advay,Dugar,Diabetologist,B,8,Hyderabad,Telangana,South,,33,Clinic,MCI-11383
HCP-1384,Yashasvi,Singh,Diabetologist,C,7,Delhi,Delhi,North,Global Hospital,19,Hospital,MCI-11384
HCP-1385,Warhi,Gandhi,GP,A,2,Pune,Maharashtra,West,,23,Hospital,MCI-11385
HCP-1386,Falan,Swamy,Pulmonist,B,7,Chennai,Tamil Nadu,South,Fortis Hospital,34,Clinic,MCI-11386
HCP-1387,Ekani,Khosla,Consultant_Physician,B,4,Ahmedabad,Gujarat,West,,35,Clinic,MCI-11387
HCP-1388,Ganga,Mall,GP,B,6,Kolkata,West Bengal,East,Narayana Health,13,Phone,MCI-11388
HCP-1389,Chandresh,Tripathi,Cardiologist,B,7,Lucknow,Uttar Pradesh,North,Apollo Hospital,29,Phone,MCI-11389
HCP-1390,Udant,Radhakrishnan,Cardiologist,B,7,Delhi,Delhi,North,Fortis Hospital,21,WhatsApp,MCI-11390
HCP-1391,Neha,Keer,Consultant_Physician,B,6,Chennai,Tamil Nadu,South,Aster Medcity,7,Phone,MCI-11391
HCP-1392,Farhan,Sharaf,Diabetologist,B,8,Chennai,Tamil Nadu,South,Global Hospital,36,Hospital,MCI-11392
HCP-1393,Sachi,Sem,Diabetologist,C,7,Hyderabad,Telangana,South,Care Clinic,32,Clinic,MCI-11393
HCP-1394,Gaurang,Tara,Pulmonist,C,10,Delhi,Delhi,North,,38,Phone,MCI-11394
HCP-1395,Sanya,Mutti,Consultant_Physician,B,6,Kolkata,West Bengal,East,Manipal Hospital,4,Phone,MCI-11395
HCP-1396,Jagat,Tank,Consultant_Physician,C,9,Pune,Maharashtra,West,Global Hospital,5,Clinic,MCI-11396
HCP-1397,Andrew,Chauhan,Diabetologist,B,3,Mumbai,Maharashtra,West,Lilavati Hospital,40,Clinic,MCI-11397
HCP-1398,Netra,Sachar,Pulmonist,B,7,Mumbai,Maharashtra,West,Apollo Hospital,28,WhatsApp,MCI-11398
HCP-1399,Balendra,Acharya,Gastroenterologist,B,6,Delhi,Delhi,North,Kokilaben Hospital,6,Clinic,MCI-11399
HCP-1400,Gavin,Modi,Diabetologist,B,6,Jaipur,Rajasthan,North,Max Healthcare,10,Hospital,MCI-11400
HCP-1401,Yashoda,Jhaveri,Diabetologist,B,5,Delhi,Delhi,North,Aster Medcity,6,Phone,MCI-11401
HCP-1402,Tanmayi,Om,GP,A,2,Chennai,Tamil Nadu,South,AIIMS,11,Hospital,MCI-11402
HCP-1403,Januja,Bhagat,Consultant_Physician,B,6,Bhopal,Madhya Pradesh,West,Narayana Health,7,Clinic,MCI-11403
HCP-1404,Udant,Sha,GP,C,9,Mumbai,Maharashtra,West,AIIMS,6,Clinic,MCI-11404
HCP-1405,Garima,Solanki,GP,B,6,Mumbai,Maharashtra,West,Artemis Hospital,17,WhatsApp,MCI-11405
HCP-1406,Januja,Sethi,GP,A,1,Delhi,Delhi,North,,14,Phone,MCI-11406
HCP-1407,Ishaan,Chatterjee,Gastroenterologist,C,9,Lucknow,Uttar Pradesh,North,Lilavati Hospital,29,Phone,MCI-11407
HCP-1408,Tristan,Agate,Cardiologist,B,4,Kochi,Kerala,South,Narayana Health,38,Clinic,MCI-11408
HCP-1409,Harita,Pant,GP,B,8,Delhi,Delhi,North,Apollo Hospital,35,Hospital,MCI-11409
HCP-1410,Bishakha,Vig,Pulmonist,B,3,Bengaluru,Karnataka,South,Artemis Hospital,15,Clinic,MCI-11410
HCP-1411,Kashvi,Cherian,Consultant_Physician,C,7,Hyderabad,Telangana,South,,25,Hospital,MCI-11411
HCP-1412,Chakradev,Gala,Diabetologist,B,3,Delhi,Delhi,North,,34,Phone,MCI-11412
HCP-1413,Waida,Dey,GP,A,5,Kolkata,West Bengal,East,AIIMS,39,WhatsApp,MCI-11413
HCP-1414,Nimrat,Chhabra,Diabetologist,A,3,Kolkata,West Bengal,East,,38,Hospital,MCI-11414
HCP-1415,Aachal,Hayre,Consultant_Physician,A,2,Chennai,Tamil Nadu,South,Manipal Hospital,26,Hospital,MCI-11415
HCP-1416,Raghav,Dara,GP,A,1,Delhi,Delhi,North,,24,Hospital,MCI-11416
HCP-1417,Maya,Kale,GP,B,4,Delhi,Delhi,North,,8,Hospital,MCI-11417
HCP-1418,Tanvi,Halder,Cardiologist,A,4,Chennai,Tamil Nadu,South,Aster Medcity,11,Phone,MCI-11418
HCP-1419,Hamsini,Chokshi,Gastroenterologist,B,5,Pune,Maharashtra,West,Fortis Hospital,32,Phone,MCI-11419
HCP-1420,Oeshi,Batra,Diabetologist,C,9,Lucknow,Uttar Pradesh,North,City Hospital,31,Clinic,MCI-11420
HCP-1421,Jatin,Seshadri,Gastroenterologist,A,2,Delhi,Delhi,North,Care Clinic,20,WhatsApp,MCI-11421
HCP-1422,Tanvi,Thaman,Pulmonist,C,9,Chennai,Tamil Nadu,South,,30,Clinic,MCI-11422
HCP-1423,Krish,Tara,Diabetologist,A,3,Chennai,Tamil Nadu,South,Manipal Hospital,39,Clinic,MCI-11423
HCP-1424,Aayush,Wali,Pulmonist,C,9,Bengaluru,Karnataka,South,City Hospital,8,Hospital,MCI-11424
HCP-1425,Chanakya,Sant,Diabetologist,B,6,Lucknow,Uttar Pradesh,North,Aster Medcity,25,Hospital,MCI-11425
HCP-1426,Vasudha,Trivedi,Gastroenterologist,C,7,Lucknow,Uttar Pradesh,North,Global Hospital,28,Clinic,MCI-11426
HCP-1427,Peter,Ghose,Cardiologist,C,9,Jaipur,Rajasthan,North,,4,Clinic,MCI-11427
HCP-1428,Kabir,Chawla,GP,B,7,Mumbai,Maharashtra,West,,38,Hospital,MCI-11428
HCP-1429,Lila,Nagy,GP,A,1,Pune,Maharashtra,West,Wellness Clinic,24,Clinic,MCI-11429
HCP-1430,Yamini,Rajagopalan,Consultant_Physician,A,2,Kolkata,West Bengal,East,,12,Hospital,MCI-11430
HCP-1431,Omya,Kothari,Gastroenterologist,B,6,Mumbai,Maharashtra,West,Kokilaben Hospital,18,Hospital,MCI-11431
HCP-1432,Anusha,Rao,Diabetologist,C,7,Delhi,Delhi,North,Narayana Health,8,Phone,MCI-11432
HCP-1433,Hemal,Menon,Diabetologist,A,4,Hyderabad,Telangana,South,Wellness Clinic,31,Clinic,MCI-11433
HCP-1434,Sneha,Deol,Diabetologist,B,8,Pune,Maharashtra,West,Global Hospital,37,Clinic,MCI-11434
HCP-1435,Lakshit,Sachar,Cardiologist,A,3,Bengaluru,Karnataka,South,,8,Clinic,MCI-11435
HCP-1436,Yauvani,Mistry,Consultant_Physician,B,5,Bengaluru,Karnataka,South,,2,Hospital,MCI-11436
HCP-1437,Dipta,Kalla,Cardiologist,B,6,Mumbai,Maharashtra,West,,24,Hospital,MCI-11437
HCP-1438,Sai,Kadakia,Diabetologist,B,3,Chennai,Tamil Nadu,South,Max Healthcare,28,WhatsApp,MCI-11438
HCP-1439,Bina,Pai,GP,C,6,Hyderabad,Telangana,South,Apollo Hospital,39,Hospital,MCI-11439
HCP-1440,Kevin,Gokhale,Diabetologist,A,1,Jaipur,Rajasthan,North,,9,WhatsApp,MCI-11440
HCP-1441,Yahvi,Naidu,Cardiologist,B,4,Hyderabad,Telangana,South,Wellness Clinic,7,Hospital,MCI-11441
HCP-1442,Jack,Pandey,Diabetologist,B,6,Bengaluru,Karnataka,South,Medanta Hospital,6,Hospital,MCI-11442
HCP-1443,Varsha,Sahni,Diabetologist,C,8,Ahmedabad,Gujarat,West,Lilavati Hospital,32,Hospital,MCI-11443
HCP-1444,Bhavika,Sami,Gastroenterologist,C,9,Kolkata,West Bengal,East,,37,Hospital,MCI-11444
HCP-1445,Agastya,Virk,Diabetologist,A,2,Delhi,Delhi,North,City Hospital,37,Clinic,MCI-11445
HCP-1446,Hredhaan,Bakshi,Cardiologist,A,2,Delhi,Delhi,North,Narayana Health,12,Phone,MCI-11446
HCP-1447,Lakshmi,Dhillon,Diabetologist,B,5,Bengaluru,Karnataka,South,Wellness Clinic,10,Hospital,MCI-11447
HCP-1448,Chatresh,Bhalla,GP,C,8,Bengaluru,Karnataka,South,Wellness Clinic,22,Hospital,MCI-11448
HCP-1449,Ryan,Loke,Pulmonist,B,4,Pune,Maharashtra,West,Fortis Hospital,33,Hospital,MCI-11449
HCP-1450,Naveen,Mangat,Gastroenterologist,A,2,Mumbai,Maharashtra,West,City Hospital,18,Phone,MCI-11450
HCP-1451,Zashil,Dhingra,Pulmonist,C,10,Kochi,Kerala,South,,15,Clinic,MCI-11451
HCP-1452,David,Merchant,Diabetologist,C,8,Chennai,Tamil Nadu,South,Sunrise Clinic,37,Hospital,MCI-11452
HCP-1453,Samar,Bali,Consultant_Physician,A,1,Bengaluru,Karnataka,South,,22,Hospital,MCI-11453
HCP-1454,Jagrati,Sethi,Gastroenterologist,B,6,Delhi,Delhi,North,AIIMS,3,WhatsApp,MCI-11454
HCP-1455,Harsh,Kapur,Consultant_Physician,B,5,Lucknow,Uttar Pradesh,North,AIIMS,13,Hospital,MCI-11455
HCP-1456,Lopa,Khanna,Cardiologist,A,2,Bengaluru,Karnataka,South,Sunrise Clinic,39,Hospital,MCI-11456
HCP-1457,Yasti,Mani,Consultant_Physician,C,10,Delhi,Delhi,North,Manipal Hospital,22,Hospital,MCI-11457
HCP-1458,Champak,Raj,Cardiologist,B,6,Kochi,Kerala,South,,17,Phone,MCI-11458
HCP-1459,Lila,Saha,GP,B,6,Hyderabad,Telangana,South,Sunrise Clinic,34,Phone,MCI-11459
HCP-1460,Dhriti,Bhagat,GP,B,7,Pune,Maharashtra,West,,23,Clinic,MCI-11460
HCP-1461,Agastya,Krishnamurthy,Consultant_Physician,B,4,Delhi,Delhi,North,Care Clinic,32,Clinic,MCI-11461
HCP-1462,Samaksh,Savant,Consultant_Physician,B,6,Jaipur,Rajasthan,North,Kokilaben Hospital,11,Clinic,MCI-11462
HCP-1463,Umang,Pillai,Cardiologist,A,3,Lucknow,Uttar Pradesh,North,,36,Clinic,MCI-11463
HCP-1464,Ronith,Hari,Diabetologist,C,9,Jaipur,Rajasthan,North,Kokilaben Hospital,18,Phone,MCI-11464
HCP-1465,Chaitaly,Sen,GP,C,9,Pune,Maharashtra,West,,24,Phone,MCI-11465
HCP-1466,Peter,Borde,Consultant_Physician,B,5,Pune,Maharashtra,West,,17,Phone,MCI-11466
HCP-1467,Rachit,Ghose,GP,A,2,Bengaluru,Karnataka,South,Manipal Hospital,25,Clinic,MCI-11467
HCP-1468,Yoshita,Dar,Pulmonist,B,4,Kochi,Kerala,South,,37,WhatsApp,MCI-11468
HCP-1469,Krishna,Baria,GP,C,10,Lucknow,Uttar Pradesh,North,AIIMS,31,Clinic,MCI-11469
HCP-1470,Priya,Mallick,GP,A,5,Pune,Maharashtra,West,,17,Phone,MCI-11470
HCP-1471,Aishani,De,Consultant_Physician,B,5,Jaipur,Rajasthan,North,,23,Clinic,MCI-11471
HCP-1472,Naveen,Kumer,Diabetologist,B,6,Hyderabad,Telangana,South,Sunrise Clinic,9,Phone,MCI-11472
HCP-1473,Abdul,Narayanan,Gastroenterologist,A,3,Mumbai,Maharashtra,West,AIIMS,31,Hospital,MCI-11473
HCP-1474,Unnati,Dubey,Pulmonist,B,4,Lucknow,Uttar Pradesh,North,Lilavati Hospital,6,Hospital,MCI-11474
HCP-1475,Balveer,Dube,Consultant_Physician,B,8,Jaipur,Rajasthan,North,Sunrise Clinic,14,Phone,MCI-11475
HCP-1476,Ekantika,Behl,Cardiologist,B,5,Lucknow,Uttar Pradesh,North,City Hospital,19,Hospital,MCI-11476
HCP-1477,Charvi,Swaminathan,Gastroenterologist,C,7,Delhi,Delhi,North,,9,Clinic,MCI-11477
HCP-1478,Ishita,Bora,Gastroenterologist,B,6,Kolkata,West Bengal,East,,39,Phone,MCI-11478
HCP-1479,Eesha,Vora,Gastroenterologist,C,8,Kolkata,West Bengal,East,,14,Clinic,MCI-11479
HCP-1480,Thomas,Gour,Consultant_Physician,A,3,Chennai,Tamil Nadu,South,AIIMS,17,WhatsApp,MCI-11480
HCP-1481,Ekansh,Tiwari,Gastroenterologist,C,6,Kolkata,West Bengal,East,,9,Clinic,MCI-11481
HCP-1482,Nathaniel,Sagar,Pulmonist,B,6,Chennai,Tamil Nadu,South,,8,Clinic,MCI-11482
HCP-1483,Netra,Chanda,GP,A,1,Hyderabad,Telangana,South,Narayana Health,29,Clinic,MCI-11483
HCP-1484,Ikshita,Kant,GP,C,10,Lucknow,Uttar Pradesh,North,City Hospital,10,Clinic,MCI-11484
HCP-1485,Tanay,Narula,GP,C,8,Chennai,Tamil Nadu,South,Wellness Clinic,33,WhatsApp,MCI-11485
HCP-1486,Garima,Patel,Cardiologist,B,4,Delhi,Delhi,North,,27,Hospital,MCI-11486
HCP-1487,Chaaya,Kamdar,Cardiologist,C,7,Kolkata,West Bengal,East,,38,Clinic,MCI-11487
HCP-1488,Vaishnavi,Andra,GP,B,6,Mumbai,Maharashtra,West,Narayana Health,5,Hospital,MCI-11488
HCP-1489,Ishwar,Pal,GP,B,7,Pune,Maharashtra,West,Wellness Clinic,28,Hospital,MCI-11489
HCP-1490,Sanaya,Khosla,GP,C,8,Kolkata,West Bengal,East,,39,Clinic,MCI-11490
HCP-1491,Yagnesh,Baral,Consultant_Physician,C,10,Delhi,Delhi,North,,27,Phone,MCI-11491
HCP-1492,Ekani,Raj,Consultant_Physician,B,6,Delhi,Delhi,North,,17,Hospital,MCI-11492
HCP-1493,Ishaan,Raju,GP,B,6,Bhopal,Madhya Pradesh,West,City Hospital,21,Clinic,MCI-11493
HCP-1494,Aahana,Zachariah,Gastroenterologist,C,9,Delhi,Delhi,North,Sunrise Clinic,25,Hospital,MCI-11494
HCP-1495,Barkha,Bakshi,GP,C,9,Pune,Maharashtra,West,Wellness Clinic,11,Hospital,MCI-11495
HCP-1496,Zansi,Prasad,Cardiologist,B,6,Jaipur,Rajasthan,North,,10,Hospital,MCI-11496
HCP-1497,Yoshita,Trivedi,Diabetologist,C,7,Ahmedabad,Gujarat,West,Medanta Hospital,9,Phone,MCI-11497
HCP-1498,Sanaya,Sur,Gastroenterologist,B,6,Delhi,Delhi,North,Lilavati Hospital,36,Phone,MCI-11498
HCP-1499,Caleb,Minhas,Consultant_Physician,B,6,Kochi,Kerala,South,Manipal Hospital,40,Phone,MCI-11499
HCP-1500,Reyansh,Nagi,Cardiologist,A,2,Kochi,Kerala,South,,8,Hospital,MCI-11500
HCP-1501,Yoshita,Butala,Diabetologist,A,1,Hyderabad,Telangana,South,Care Clinic,2,Hospital,MCI-11501
HCP-1502,Gopal,Ganesh,Pulmonist,A,1,Jaipur,Rajasthan,North,Narayana Health,20,Clinic,MCI-11502
HCP-1503,Abhimanyu,Bhatti,GP,B,3,Kochi,Kerala,South,Apollo Hospital,12,Hospital,MCI-11503
HCP-1504,Shivansh,Kala,GP,B,6,Mumbai,Maharashtra,West,Apollo Hospital,21,Clinic,MCI-11504
HCP-1505,Panini,Chawla,Pulmonist,B,3,Delhi,Delhi,North,Max Healthcare,23,Clinic,MCI-11505
HCP-1506,Samesh,Yogi,Gastroenterologist,B,4,Ahmedabad,Gujarat,West,Aster Medcity,7,Phone,MCI-11506
HCP-1507,Radhika,Bora,Gastroenterologist,B,3,Kolkata,West Bengal,East,Apollo Hospital,29,Hospital,MCI-11507
HCP-1508,Mitesh,Bajwa,GP,A,2,Delhi,Delhi,North,Wellness Clinic,7,Phone,MCI-11508
HCP-1509,Tripti,Narula,Gastroenterologist,C,7,Bengaluru,Karnataka,South,Apollo Hospital,20,Hospital,MCI-11509
HCP-1510,Baljiwan,Chahal,GP,C,8,Bengaluru,Karnataka,South,Aster Medcity,21,Clinic,MCI-11510
HCP-1511,Ethan,Bhagat,Gastroenterologist,A,1,Hyderabad,Telangana,South,,14,Phone,MCI-11511
HCP-1512,Pranav,Krishnamurthy,GP,B,5,Lucknow,Uttar Pradesh,North,,12,Hospital,MCI-11512
HCP-1513,Ekavir,Kari,GP,B,6,Chennai,Tamil Nadu,South,,27,Clinic,MCI-11513
HCP-1514,Aarna,Reddy,Pulmonist,B,5,Delhi,Delhi,North,Care Clinic,19,Hospital,MCI-11514
HCP-1515,Lipika,Seshadri,Diabetologist,B,4,Hyderabad,Telangana,South,AIIMS,19,Clinic,MCI-11515
HCP-1516,Nidhi,Sant,Gastroenterologist,C,9,Hyderabad,Telangana,South,Medanta Hospital,13,Hospital,MCI-11516
HCP-1517,Diya,Badal,Consultant_Physician,B,6,Ahmedabad,Gujarat,West,Narayana Health,2,WhatsApp,MCI-11517
HCP-1518,Lopa,Dani,Pulmonist,B,6,Delhi,Delhi,North,Max Healthcare,2,Phone,MCI-11518
HCP-1519,Abeer,Bhatnagar,Consultant_Physician,C,9,Chennai,Tamil Nadu,South,AIIMS,11,Hospital,MCI-11519
HCP-1520,Chakradev,Bora,Diabetologist,B,5,Bhopal,Madhya Pradesh,West,Artemis Hospital,14,Clinic,MCI-11520
HCP-1521,Ishita,Thakkar,Cardiologist,C,7,Lucknow,Uttar Pradesh,North,Global Hospital,11,Clinic,MCI-11521
HCP-1522,Hitesh,Mann,Pulmonist,B,6,Pune,Maharashtra,West,City Hospital,25,Hospital,MCI-11522
HCP-1523,Charvi,Chadha,Gastroenterologist,A,2,Bengaluru,Karnataka,South,,16,WhatsApp,MCI-11523
HCP-1524,Baghyawati,Sarma,GP,B,7,Bengaluru,Karnataka,South,Kokilaben Hospital,2,Phone,MCI-11524
HCP-1525,Lakshmi,Rana,Cardiologist,B,8,Chennai,Tamil Nadu,South,Kokilaben Hospital,32,WhatsApp,MCI-11525
HCP-1526,Azaan,Som,Consultant_Physician,B,3,Mumbai,Maharashtra,West,Wellness Clinic,25,Hospital,MCI-11526
HCP-1527,Naksh,Walla,Pulmonist,B,7,Pune,Maharashtra,West,City Hospital,7,Clinic,MCI-11527
HCP-1528,Thomas,Deshpande,Pulmonist,C,6,Pune,Maharashtra,West,Apollo Hospital,21,WhatsApp,MCI-11528
HCP-1529,Mahika,Merchant,Pulmonist,B,4,Chennai,Tamil Nadu,South,,30,Clinic,MCI-11529
HCP-1530,Maanas,Misra,Cardiologist,B,7,Bengaluru,Karnataka,South,Sunrise Clinic,31,Hospital,MCI-11530
HCP-1531,Kashvi,Apte,Diabetologist,B,7,Bengaluru,Karnataka,South,Medanta Hospital,40,WhatsApp,MCI-11531
HCP-1532,Lohit,Dasgupta,GP,B,3,Delhi,Delhi,North,Wellness Clinic,27,Clinic,MCI-11532
HCP-1533,Benjamin,Ahluwalia,Gastroenterologist,B,6,Chennai,Tamil Nadu,South,,9,Clinic,MCI-11533
HCP-1534,Meera,Yogi,GP,B,5,Mumbai,Maharashtra,West,,35,WhatsApp,MCI-11534
HCP-1535,Frederick,Mody,GP,C,9,Bengaluru,Karnataka,South,Lilavati Hospital,30,Clinic,MCI-11535
HCP-1536,Shivansh,Padmanabhan,Consultant_Physician,B,3,Ahmedabad,Gujarat,West,Sunrise Clinic,30,Phone,MCI-11536
HCP-1537,Siddharth,Sachar,Pulmonist,A,2,Chennai,Tamil Nadu,South,Aster Medcity,14,Clinic,MCI-11537
HCP-1538,Yauvani,Dhar,GP,A,1,Bengaluru,Karnataka,South,Manipal Hospital,2,Hospital,MCI-11538
HCP-1539,Naveen,Gour,Consultant_Physician,A,2,Bhopal,Madhya Pradesh,West,Fortis Hospital,3,Hospital,MCI-11539
HCP-1540,Timothy,Krishnan,Diabetologist,A,3,Kolkata,West Bengal,East,,36,Hospital,MCI-11540
HCP-1541,Rishi,Contractor,GP,C,7,Kolkata,West Bengal,East,Max Healthcare,11,Phone,MCI-11541
HCP-1542,Pratyush,Bhagat,Consultant_Physician,B,8,Lucknow,Uttar Pradesh,North,Care Clinic,10,Clinic,MCI-11542
HCP-1543,Triya,Bora,Cardiologist,A,3,Bhopal,Madhya Pradesh,West,AIIMS,39,WhatsApp,MCI-11543
HCP-1544,Bina,Bhavsar,Gastroenterologist,B,6,Bengaluru,Karnataka,South,,15,Clinic,MCI-11544
HCP-1545,Zashil,Chaudhari,Cardiologist,B,4,Chennai,Tamil Nadu,South,Sunrise Clinic,11,Phone,MCI-11545
HCP-1546,Rudra,Sur,Gastroenterologist,B,6,Pune,Maharashtra,West,,3,WhatsApp,MCI-11546
HCP-1547,Ganga,Parikh,Consultant_Physician,C,9,Jaipur,Rajasthan,North,Wellness Clinic,28,Phone,MCI-11547
HCP-1548,Kabir,Keer,Consultant_Physician,C,8,Pune,Maharashtra,West,,32,Phone,MCI-11548
HCP-1549,Harish,Mane,Cardiologist,C,6,Pune,Maharashtra,West,Max Healthcare,20,Clinic,MCI-11549
HCP-1550,Ekaraj,Hari,GP,A,2,Ahmedabad,Gujarat,West,Narayana Health,34,Phone,MCI-11550
HCP-1551,Eesha,Sunder,Diabetologist,C,8,Kochi,Kerala,South,Care Clinic,2,Clinic,MCI-11551
HCP-1552,Shravya,Narasimhan,Pulmonist,B,6,Kolkata,West Bengal,East,Narayana Health,28,Hospital,MCI-11552
HCP-1553,Damini,Dua,Consultant_Physician,B,7,Chennai,Tamil Nadu,South,Wellness Clinic,36,Clinic,MCI-11553
HCP-1554,Janya,Mutti,Cardiologist,A,2,Mumbai,Maharashtra,West,,35,Clinic,MCI-11554
HCP-1555,Priya,Ganguly,Pulmonist,B,7,Hyderabad,Telangana,South,Fortis Hospital,10,WhatsApp,MCI-11555
HCP-1556,Aayush,Munshi,GP,B,5,Pune,Maharashtra,West,Aster Medcity,25,Clinic,MCI-11556
HCP-1557,Yatin,Kant,GP,C,6,Mumbai,Maharashtra,West,Kokilaben Hospital,35,Hospital,MCI-11557
HCP-1558,Rajata,Malhotra,Cardiologist,C,10,Bhopal,Madhya Pradesh,West,Fortis Hospital,31,Clinic,MCI-11558
HCP-1559,Jagvi,Desai,Diabetologist,B,3,Delhi,Delhi,North,Narayana Health,32,WhatsApp,MCI-11559
HCP-1560,Garima,Srinivasan,GP,B,5,Delhi,Delhi,North,Max Healthcare,25,Phone,MCI-11560
HCP-1561,Turvi,Sehgal,Consultant_Physician,B,5,Bengaluru,Karnataka,South,,19,WhatsApp,MCI-11561
HCP-1562,Jagrati,Mody,Diabetologist,C,8,Chennai,Tamil Nadu,South,Kokilaben Hospital,4,Phone,MCI-11562
HCP-1563,Vidhi,Chopra,Consultant_Physician,A,3,Mumbai,Maharashtra,West,Aster Medcity,32,Clinic,MCI-11563
